Order_ID,Order_Date,Customer_ID,Customer_Name,Product_Name,Category,Region,Price,Cost,Quantity,Discount,Shipping_Method,Shipping_Cost,Payment_Method,Revenue,Total_Cost,Profit,Profit_Margin_%,Year,Month,Month_Name,Quarter,Day_of_Week
ORD00011,2022-08-03,CUST0192,Customer_11,HDMI Cable,Electronics,Central,999.0,609.39,7,0,Express,25,Credit Card,6993.0,4290.73,2702.27,38.64,2022,8,August,Q3-2022,Wednesday
ORD00012,2022-11-27,CUST0486,Customer_12,Tablet Plus,Gadgets,Central,199.0,123.38,1,10,Standard,10,Credit Card,179.1,133.38,45.72,25.53,2022,11,November,Q4-2022,Sunday
ORD00013,2023-04-04,CUST0266,Customer_13,Power Bank 20000mAh,Gadgets,North,199.0,137.31,3,10,Pickup,0,PayPal,537.3,411.93,125.37,23.33,2023,4,April,Q2-2023,Tuesday
ORD00014,2022-03-29,CUST0424,Customer_14,Wireless Headphones,Accessories,Central,99.0,73.26,2,0,Express,25,Credit Card,198.0,171.52,26.48,13.37,2022,3,March,Q2-2022,Tuesday
ORD00015,2023-01-08,CUST0128,Customer_15,Screen Protector,Electronics,East,1999.0,1339.3300000000002,9,5,Standard,10,Wallet,17091.45,12063.97,5027.48,29.42,2023,1,January,Q1-2023,Sunday
ORD00016,2022-04-10,CUST0238,Customer_16,External SSD 1TB,Accessories,South,299.0,212.29,8,10,Standard,10,Debit Card,2152.8,1708.32,444.48,20.65,2022,4,April,Q2-2022,Sunday
ORD00017,2023-10-26,CUST0920,Customer_17,Bluetooth Speaker,Electronics,North,199.0,121.39,3,0,Overnight,50,Debit Card,597.0,414.17,182.83,30.62,2023,10,October,Q4-2023,Thursday
ORD00018,2022-05-11,CUST0355,Customer_18,Memory Card 256GB,Electronics,Central,499.0,344.30999999999995,5,0,Express,25,Wallet,2495.0,1746.55,748.45,30.0,2022,5,May,Q2-2022,Wednesday
ORD00019,2023-10-24,CUST0940,Customer_19,Wireless Headphones,Gadgets,East,999.0,649.35,3,20,Express,25,Wallet,2397.6,1973.05,424.55,17.71,2023,10,October,Q4-2023,Tuesday
ORD00020,2022-11-05,CUST0112,Customer_20,Monitor 27inch,Accessories,South,99.0,69.3,6,20,Express,25,PayPal,475.2,440.8,34.4,7.24,2022,11,November,Q4-2022,Saturday
ORD00021,2022-12-10,CUST0828,Customer_21,Monitor 27inch,Gadgets,South,1999.0,1419.29,5,5,Standard,10,Debit Card,9495.25,7106.45,2388.8,25.16,2022,12,December,Q5-2022,Saturday
ORD00022,2023-05-07,CUST0446,Customer_22,Charger Fast,Gadgets,Central,1999.0,1499.25,2,5,Overnight,50,Wallet,3798.1,3048.5,749.6,19.74,2023,5,May,Q2-2023,Sunday
ORD00023,2023-02-18,CUST0343,Customer_23,Phone Stand,Gadgets,East,1599.0,1135.29,8,5,Standard,10,PayPal,12152.4,9092.32,3060.08,25.18,2023,2,February,Q1-2023,Saturday
ORD00024,2023-01-21,CUST0145,Customer_24,Phone Case,Electronics,North,999.0,719.28,6,0,Pickup,0,Debit Card,5994.0,4315.68,1678.32,28.0,2023,1,January,Q1-2023,Saturday
ORD00025,2022-07-11,CUST0065,Customer_25,Smart Watch,Accessories,Central,499.0,354.28999999999996,3,0,Pickup,0,Debit Card,1497.0,1062.87,434.13,29.0,2022,7,July,Q3-2022,Monday
ORD00026,2022-10-04,CUST0247,Customer_26,Memory Card 256GB,Accessories,South,199.0,159.20000000000002,1,20,Pickup,0,Wallet,159.2,159.2,0.0,0.0,2022,10,October,Q4-2022,Tuesday
ORD00027,2022-06-10,CUST0735,Customer_27,Mechanical Keyboard,Gadgets,South,1599.0,1215.24,5,10,Overnight,50,Credit Card,7195.5,6126.2,1069.3,14.86,2022,6,June,Q3-2022,Friday
ORD00028,2023-04-05,CUST0991,Customer_28,Cooling Pad,Electronics,South,1299.0,974.25,2,5,Standard,10,Credit Card,2468.1,1958.5,509.6,20.65,2023,4,April,Q2-2023,Wednesday
ORD00029,2022-11-10,CUST0490,Customer_29,Monitor 27inch,Accessories,Central,29.99,21.892699999999998,2,15,Express,25,Wallet,50.98,68.79,-17.81,-34.94,2022,11,November,Q4-2022,Thursday
ORD00030,2022-01-22,CUST0825,Customer_30,Tablet Plus,Accessories,West,49.99,35.4929,9,5,Pickup,0,Credit Card,427.41,319.44,107.97,25.26,2022,1,January,Q1-2022,Saturday
ORD00031,2022-09-10,CUST0439,Customer_31,Tablet Plus,Gadgets,West,499.0,334.33000000000004,7,20,Pickup,0,Debit Card,2794.4,2340.31,454.09,16.25,2022,9,September,Q4-2022,Saturday
ORD00032,2023-07-15,CUST0106,Customer_32,Cooling Pad,Electronics,West,299.0,227.24,6,0,Standard,10,PayPal,1794.0,1373.44,420.56,23.44,2023,7,July,Q3-2023,Saturday
ORD00033,2023-04-20,CUST0181,Customer_33,HDMI Cable,Gadgets,East,59.99,38.3936,1,20,Express,25,PayPal,47.99,63.39,-15.4,-32.09,2023,4,April,Q2-2023,Thursday
ORD00034,2022-02-28,CUST0184,Customer_34,Monitor 27inch,Accessories,Central,999.0,609.39,2,20,Overnight,50,Wallet,1598.4,1268.78,329.62,20.62,2022,2,February,Q1-2022,Monday
ORD00035,2023-05-26,CUST0226,Customer_35,Mechanical Keyboard,Electronics,South,59.99,44.3926,7,20,Pickup,0,PayPal,335.94,310.75,25.19,7.5,2023,5,May,Q2-2023,Friday
ORD00036,2023-11-13,CUST0777,Customer_36,Smartphone X,Gadgets,East,59.99,37.7937,3,15,Pickup,0,Wallet,152.97,113.38,39.59,25.88,2023,11,November,Q4-2023,Monday
ORD00037,2023-04-21,CUST0790,Customer_37,External SSD 1TB,Accessories,West,99.0,77.22,2,15,Pickup,0,Credit Card,168.3,154.44,13.86,8.24,2023,4,April,Q2-2023,Friday
ORD00038,2023-12-01,CUST0909,Customer_38,Cooling Pad,Gadgets,North,199.0,149.25,6,5,Express,25,Debit Card,1134.3,920.5,213.8,18.85,2023,12,December,Q5-2023,Friday
ORD00039,2022-07-09,CUST0089,Customer_39,External SSD 1TB,Gadgets,East,1299.0,935.28,8,0,Pickup,0,Credit Card,10392.0,7482.24,2909.76,28.0,2022,7,July,Q3-2022,Saturday
ORD00040,2023-11-18,CUST0688,Customer_40,Smart Watch,Gadgets,East,19.99,13.1934,8,20,Express,25,Wallet,127.94,130.55,-2.61,-2.04,2023,11,November,Q4-2023,Saturday
ORD00041,2023-07-17,CUST0530,Customer_41,HDMI Cable,Electronics,Central,299.0,218.26999999999998,2,10,Pickup,0,Debit Card,538.2,436.54,101.66,18.89,2023,7,July,Q3-2023,Monday
ORD00042,2023-07-21,CUST0371,Customer_42,USB-C Cable,Accessories,East,49.99,34.993,6,5,Pickup,0,Debit Card,284.94,209.96,74.98,26.31,2023,7,July,Q3-2023,Friday
ORD00043,2022-09-01,CUST0972,Customer_43,Memory Card 256GB,Accessories,Central,39.99,26.393400000000003,5,5,Express,25,Debit Card,189.95,156.97,32.98,17.36,2022,9,September,Q4-2022,Thursday
ORD00044,2023-05-20,CUST0936,Customer_44,Monitor 27inch,Accessories,North,99.0,78.21000000000001,7,20,Express,25,Credit Card,554.4,572.47,-18.07,-3.26,2023,5,May,Q2-2023,Saturday
ORD00045,2022-05-11,CUST0913,Customer_45,Smartphone X,Accessories,South,199.0,125.37,4,5,Overnight,50,Debit Card,756.2,551.48,204.72,27.07,2022,5,May,Q2-2022,Wednesday
ORD00046,2023-04-30,CUST0399,Customer_46,Screen Protector,Electronics,South,2499.0,1874.25,2,20,Standard,10,Credit Card,3998.4,3758.5,239.9,6.0,2023,4,April,Q2-2023,Sunday
ORD00047,2023-10-09,CUST0106,Customer_47,Monitor 27inch,Gadgets,West,2499.0,1899.24,3,5,Pickup,0,Credit Card,7122.15,5697.72,1424.43,20.0,2023,10,October,Q4-2023,Monday
ORD00048,2022-01-21,CUST0271,Customer_48,Tablet Plus,Accessories,West,49.99,39.4921,9,0,Pickup,0,Debit Card,449.91,355.43,94.48,21.0,2022,1,January,Q1-2022,Friday
ORD00049,2022-06-16,CUST0975,Customer_49,HDMI Cable,Electronics,North,1999.0,1419.29,8,5,Standard,10,Wallet,15192.4,11364.32,3828.08,25.2,2022,6,June,Q3-2022,Thursday
ORD00050,2022-10-01,CUST0831,Customer_50,HDMI Cable,Gadgets,South,1299.0,922.29,9,5,Standard,10,Debit Card,11106.45,8310.61,2795.84,25.17,2022,10,October,Q4-2022,Saturday
ORD00051,2023-01-23,CUST0503,Customer_51,Webcam HD,Electronics,West,1299.0,1013.22,5,10,Standard,10,Debit Card,5845.5,5076.1,769.4,13.16,2023,1,January,Q1-2023,Monday
ORD00052,2023-08-24,CUST0679,Customer_52,Bluetooth Speaker,Electronics,East,49.99,37.9924,5,0,Pickup,0,Credit Card,249.95,189.96,59.99,24.0,2023,8,August,Q3-2023,Thursday
ORD00053,2022-11-12,CUST0525,Customer_53,Wireless Headphones,Accessories,Central,2499.0,1874.25,7,0,Pickup,0,Debit Card,17493.0,13119.75,4373.25,25.0,2022,11,November,Q4-2022,Saturday
ORD00054,2022-01-14,CUST0849,Customer_54,Power Bank 20000mAh,Accessories,West,1599.0,1215.24,7,0,Pickup,0,Wallet,11193.0,8506.68,2686.32,24.0,2022,1,January,Q1-2022,Friday
ORD00055,2022-08-30,CUST0032,Customer_55,Wireless Headphones,Gadgets,North,59.99,41.993,1,5,Express,25,Debit Card,56.99,66.99,-10.0,-17.55,2022,8,August,Q3-2022,Tuesday
ORD00056,2022-12-12,CUST0393,Customer_56,Monitor 27inch,Gadgets,South,29.99,18.293899999999997,5,15,Overnight,50,Wallet,127.46,141.47,-14.01,-10.99,2022,12,December,Q5-2022,Monday
ORD00057,2023-07-19,CUST0040,Customer_57,Mechanical Keyboard,Accessories,North,29.99,19.1936,8,5,Overnight,50,PayPal,227.92,203.55,24.37,10.69,2023,7,July,Q3-2023,Wednesday
ORD00058,2022-12-06,CUST0660,Customer_58,Mechanical Keyboard,Electronics,Central,1599.0,1167.27,7,20,Standard,10,PayPal,8954.4,8180.89,773.51,8.64,2022,12,December,Q5-2022,Tuesday
ORD00059,2022-04-02,CUST0218,Customer_59,Wireless Headphones,Accessories,Central,1999.0,1359.3200000000002,2,10,Standard,10,PayPal,3598.2,2728.64,869.56,24.17,2022,4,April,Q2-2022,Saturday
ORD00060,2023-01-02,CUST0731,Customer_60,Phone Case,Gadgets,North,199.0,143.28,8,0,Pickup,0,Debit Card,1592.0,1146.24,445.76,28.0,2023,1,January,Q1-2023,Monday
ORD00061,2023-03-31,CUST0981,Customer_61,Webcam HD,Electronics,West,49.99,35.4929,2,20,Overnight,50,Credit Card,79.98,120.99,-41.01,-51.28,2023,3,March,Q2-2023,Friday
ORD00062,2023-03-04,CUST0082,Customer_62,Monitor 27inch,Electronics,West,1599.0,1103.31,1,20,Overnight,50,Wallet,1279.2,1153.31,125.89,9.84,2023,3,March,Q2-2023,Saturday
ORD00063,2023-05-24,CUST0845,Customer_63,Phone Case,Electronics,South,1599.0,1039.3500000000001,3,15,Express,25,PayPal,4077.45,3143.05,934.4,22.92,2023,5,May,Q2-2023,Wednesday
ORD00064,2022-02-04,CUST0720,Customer_64,Bluetooth Speaker,Accessories,South,39.99,29.5926,3,0,Pickup,0,Wallet,119.97,88.78,31.19,26.0,2022,2,February,Q1-2022,Friday
ORD00065,2022-07-25,CUST0201,Customer_65,Monitor 27inch,Accessories,East,799.0,623.22,6,5,Pickup,0,Credit Card,4554.3,3739.32,814.98,17.89,2022,7,July,Q3-2022,Monday
ORD00066,2022-03-22,CUST0447,Customer_66,Cooling Pad,Gadgets,East,799.0,599.25,3,0,Overnight,50,Wallet,2397.0,1847.75,549.25,22.91,2022,3,March,Q2-2022,Tuesday
ORD00067,2023-07-16,CUST0844,Customer_67,Memory Card 256GB,Electronics,South,499.0,309.38,7,10,Overnight,50,Wallet,3143.7,2215.66,928.04,29.52,2023,7,July,Q3-2023,Sunday
ORD00068,2023-01-23,CUST0428,Customer_68,Phone Stand,Electronics,East,49.99,35.4929,8,0,Express,25,PayPal,399.92,308.94,90.98,22.75,2023,1,January,Q1-2023,Monday
ORD00069,2022-01-02,CUST0038,Customer_69,External SSD 1TB,Accessories,North,799.0,615.23,3,20,Express,25,Wallet,1917.6,1870.69,46.91,2.45,2022,1,January,Q1-2022,Sunday
ORD00070,2023-01-25,CUST0211,Customer_70,Mechanical Keyboard,Gadgets,West,199.0,143.28,9,20,Pickup,0,PayPal,1432.8,1289.52,143.28,10.0,2023,1,January,Q1-2023,Wednesday
ORD00071,2023-07-20,CUST0444,Customer_71,HDMI Cable,Gadgets,East,199.0,137.31,1,5,Express,25,Credit Card,189.05,162.31,26.74,14.14,2023,7,July,Q3-2023,Thursday
ORD00072,2022-04-16,CUST0327,Customer_72,Wireless Mouse,Electronics,East,799.0,527.34,3,5,Overnight,50,PayPal,2277.15,1632.02,645.13,28.33,2022,4,April,Q2-2022,Saturday
ORD00073,2023-04-22,CUST0761,Customer_73,Tablet Plus,Accessories,North,19.99,13.3933,3,5,Pickup,0,Wallet,56.97,40.18,16.79,29.47,2023,4,April,Q2-2023,Saturday
ORD00074,2023-12-04,CUST0227,Customer_74,Smart Watch,Electronics,Central,39.99,25.9935,7,10,Overnight,50,Credit Card,251.94,231.95,19.99,7.93,2023,12,December,Q5-2023,Monday
ORD00075,2023-02-06,CUST0048,Customer_75,Webcam HD,Accessories,South,299.0,191.36,5,0,Pickup,0,Debit Card,1495.0,956.8,538.2,36.0,2023,2,February,Q1-2023,Monday
ORD00076,2023-12-31,CUST0018,Customer_76,Screen Protector,Gadgets,North,99.0,71.28,4,15,Pickup,0,Debit Card,336.6,285.12,51.48,15.29,2023,12,December,Q5-2023,Sunday
ORD00077,2023-07-10,CUST0912,Customer_77,Power Bank 20000mAh,Electronics,Central,1999.0,1399.3,2,0,Overnight,50,Credit Card,3998.0,2848.6,1149.4,28.75,2023,7,July,Q3-2023,Monday
ORD00078,2022-06-11,CUST0439,Customer_78,Memory Card 256GB,Electronics,North,199.0,149.25,7,5,Pickup,0,Credit Card,1323.35,1044.75,278.6,21.05,2022,6,June,Q3-2022,Saturday
ORD00079,2022-07-21,CUST0807,Customer_79,Wireless Headphones,Electronics,West,49.99,32.9934,3,10,Pickup,0,Wallet,134.97,98.98,35.99,26.67,2022,7,July,Q3-2022,Thursday
ORD00080,2022-09-27,CUST0708,Customer_80,Tablet Plus,Gadgets,North,29.99,20.693099999999998,7,0,Express,25,Debit Card,209.93,169.85,40.08,19.09,2022,9,September,Q4-2022,Tuesday
ORD00081,2022-09-28,CUST0187,Customer_81,HDMI Cable,Electronics,North,49.99,36.9926,7,20,Overnight,50,Credit Card,279.94,308.95,-29.01,-10.36,2022,9,September,Q4-2022,Wednesday
ORD00082,2023-04-01,CUST0345,Customer_82,Laptop Pro,Gadgets,West,2499.0,1974.21,2,0,Overnight,50,Debit Card,4998.0,3998.42,999.58,20.0,2023,4,April,Q2-2023,Saturday
ORD00083,2023-04-07,CUST0224,Customer_83,Screen Protector,Accessories,South,199.0,133.33,7,20,Express,25,Debit Card,1114.4,958.31,156.09,14.01,2023,4,April,Q2-2023,Friday
ORD00084,2023-12-28,CUST0830,Customer_84,Memory Card 256GB,Gadgets,Central,49.99,32.9934,6,0,Pickup,0,Wallet,299.94,197.96,101.98,34.0,2023,12,December,Q5-2023,Thursday
ORD00085,2022-09-09,CUST0488,Customer_85,Charger Fast,Accessories,East,499.0,344.30999999999995,4,0,Standard,10,Credit Card,1996.0,1387.24,608.76,30.5,2022,9,September,Q4-2022,Friday
ORD00086,2023-12-03,CUST0909,Customer_86,Charger Fast,Gadgets,South,199.0,147.26,5,0,Standard,10,PayPal,995.0,746.3,248.7,24.99,2023,12,December,Q5-2023,Sunday
ORD00087,2022-10-23,CUST0877,Customer_87,Monitor 27inch,Gadgets,North,1299.0,1026.21,8,5,Overnight,50,Credit Card,9872.4,8259.68,1612.72,16.34,2022,10,October,Q4-2022,Sunday
ORD00088,2023-12-26,CUST0849,Customer_88,Smartphone X,Electronics,East,59.99,42.5929,5,20,Express,25,Debit Card,239.96,237.96,2.0,0.83,2023,12,December,Q5-2023,Tuesday
ORD00089,2023-12-21,CUST0229,Customer_89,USB-C Cable,Gadgets,West,29.99,22.7924,3,10,Pickup,0,PayPal,80.97,68.38,12.59,15.55,2023,12,December,Q5-2023,Thursday
ORD00090,2022-12-04,CUST0390,Customer_90,Webcam HD,Electronics,South,2499.0,1724.31,2,15,Express,25,PayPal,4248.3,3473.62,774.68,18.24,2022,12,December,Q5-2022,Sunday
ORD00091,2022-02-22,CUST0979,Customer_91,Wireless Headphones,Accessories,Central,59.99,36.5939,6,20,Pickup,0,Debit Card,287.95,219.56,68.39,23.75,2022,2,February,Q1-2022,Tuesday
ORD00092,2022-08-05,CUST0589,Customer_92,Mechanical Keyboard,Accessories,South,99.0,77.22,6,5,Overnight,50,PayPal,564.3,513.32,50.98,9.03,2022,8,August,Q3-2022,Friday
ORD00093,2022-07-07,CUST0188,Customer_93,Smart Watch,Electronics,South,19.99,13.1934,7,20,Overnight,50,PayPal,111.94,142.35,-30.41,-27.17,2022,7,July,Q3-2022,Thursday
ORD00094,2023-01-15,CUST0858,Customer_94,Mechanical Keyboard,Accessories,East,199.0,125.37,8,10,Standard,10,Credit Card,1432.8,1012.96,419.84,29.3,2023,1,January,Q1-2023,Sunday
ORD00095,2023-05-08,CUST0270,Customer_95,Wireless Mouse,Gadgets,West,19.99,15.991999999999999,4,20,Express,25,Debit Card,63.97,88.97,-25.0,-39.08,2023,5,May,Q2-2023,Monday
ORD00096,2022-02-10,CUST0607,Customer_96,Smartphone X,Electronics,West,799.0,535.33,8,5,Overnight,50,Wallet,6072.4,4332.64,1739.76,28.65,2022,2,February,Q1-2022,Thursday
ORD00097,2022-06-06,CUST0310,Customer_97,Smartphone X,Electronics,South,59.99,37.7937,1,5,Express,25,PayPal,56.99,62.79,-5.8,-10.18,2022,6,June,Q3-2022,Monday
ORD00098,2022-01-15,CUST0132,Customer_98,Cooling Pad,Electronics,West,199.0,131.34,6,15,Overnight,50,Debit Card,1014.9,838.04,176.86,17.43,2022,1,January,Q1-2022,Saturday
ORD00099,2022-03-06,CUST0551,Customer_99,Charger Fast,Accessories,East,1999.0,1399.3,6,10,Pickup,0,Credit Card,10794.6,8395.8,2398.8,22.22,2022,3,March,Q2-2022,Sunday
ORD00100,2023-06-05,CUST0072,Customer_100,Phone Case,Accessories,East,499.0,309.38,3,15,Pickup,0,Credit Card,1272.45,928.14,344.31,27.06,2023,6,June,Q3-2023,Monday
ORD00101,2022-12-10,CUST0793,Customer_101,Webcam HD,Gadgets,Central,1999.0,1339.3300000000002,9,0,Standard,10,Credit Card,17991.0,12063.97,5927.03,32.94,2022,12,December,Q5-2022,Saturday
ORD00102,2022-05-09,CUST0845,Customer_102,Mechanical Keyboard,Gadgets,West,19.99,14.592699999999999,5,5,Overnight,50,PayPal,94.95,122.96,-28.01,-29.5,2022,5,May,Q2-2022,Monday
ORD00103,2023-10-10,CUST0672,Customer_103,Charger Fast,Electronics,Central,29.99,23.3922,1,15,Standard,10,Wallet,25.49,33.39,-7.9,-30.99,2023,10,October,Q4-2023,Tuesday
ORD00104,2023-04-17,CUST0187,Customer_104,Webcam HD,Gadgets,North,99.0,67.32000000000001,7,5,Standard,10,Credit Card,658.35,481.24,177.11,26.9,2023,4,April,Q2-2023,Monday
ORD00105,2022-03-04,CUST0486,Customer_105,USB-C Cable,Accessories,East,99.0,70.28999999999999,3,5,Overnight,50,Wallet,282.15,260.87,21.28,7.54,2022,3,March,Q2-2022,Friday
ORD00106,2022-05-19,CUST0191,Customer_106,Memory Card 256GB,Gadgets,South,99.0,72.27,4,0,Overnight,50,Debit Card,396.0,339.08,56.92,14.37,2022,5,May,Q2-2022,Thursday
ORD00107,2023-05-14,CUST0422,Customer_107,USB-C Cable,Accessories,East,49.99,30.4939,6,5,Pickup,0,Credit Card,284.94,182.96,101.98,35.79,2023,5,May,Q2-2023,Sunday
ORD00108,2023-08-16,CUST0120,Customer_108,HDMI Cable,Gadgets,North,499.0,334.33000000000004,8,15,Standard,10,PayPal,3393.2,2684.64,708.56,20.88,2023,8,August,Q3-2023,Wednesday
ORD00109,2023-01-27,CUST0220,Customer_109,Tablet Plus,Accessories,South,1999.0,1479.26,4,10,Pickup,0,Credit Card,7196.4,5917.04,1279.36,17.78,2023,1,January,Q1-2023,Friday
ORD00110,2023-11-06,CUST0053,Customer_110,USB-C Cable,Accessories,West,1599.0,1199.25,9,20,Express,25,PayPal,11512.8,10818.25,694.55,6.03,2023,11,November,Q4-2023,Monday
ORD00111,2023-02-23,CUST0734,Customer_111,Smartphone X,Gadgets,West,1299.0,870.33,8,15,Express,25,Debit Card,8833.2,6987.64,1845.56,20.89,2023,2,February,Q1-2023,Thursday
ORD00112,2022-10-16,CUST0451,Customer_112,Screen Protector,Gadgets,East,59.99,35.994,6,0,Standard,10,Wallet,359.94,225.96,133.98,37.22,2022,10,October,Q4-2022,Sunday
ORD00113,2023-01-14,CUST0412,Customer_113,Cooling Pad,Accessories,South,99.0,59.4,7,20,Standard,10,Wallet,554.4,425.8,128.6,23.2,2023,1,January,Q1-2023,Saturday
ORD00114,2023-05-05,CUST0643,Customer_114,Cooling Pad,Electronics,South,299.0,212.29,8,5,Overnight,50,Wallet,2272.4,1748.32,524.08,23.06,2023,5,May,Q2-2023,Friday
ORD00115,2022-08-19,CUST0237,Customer_115,Monitor 27inch,Gadgets,Central,1999.0,1419.29,2,15,Overnight,50,Credit Card,3398.3,2888.58,509.72,15.0,2022,8,August,Q3-2022,Friday
ORD00116,2022-02-10,CUST0758,Customer_116,Laptop Pro,Accessories,North,59.99,42.5929,5,20,Standard,10,Credit Card,239.96,222.96,17.0,7.08,2022,2,February,Q1-2022,Thursday
ORD00117,2022-01-28,CUST0738,Customer_117,HDMI Cable,Gadgets,West,1999.0,1479.26,7,15,Standard,10,Debit Card,11894.05,10364.82,1529.23,12.86,2022,1,January,Q1-2022,Friday
ORD00118,2022-05-15,CUST0720,Customer_118,Mechanical Keyboard,Gadgets,East,799.0,623.22,8,5,Express,25,Wallet,6072.4,5010.76,1061.64,17.48,2022,5,May,Q2-2022,Sunday
ORD00119,2022-07-20,CUST0406,Customer_119,Mechanical Keyboard,Gadgets,South,29.99,23.992,5,15,Pickup,0,Debit Card,127.46,119.96,7.5,5.88,2022,7,July,Q3-2022,Wednesday
ORD00120,2022-02-02,CUST0608,Customer_120,Monitor 27inch,Gadgets,West,39.99,29.5926,3,0,Express,25,PayPal,119.97,113.78,6.19,5.16,2022,2,February,Q1-2022,Wednesday
ORD00121,2022-02-17,CUST0422,Customer_121,Screen Protector,Gadgets,East,999.0,699.3,6,20,Express,25,Credit Card,4795.2,4220.8,574.4,11.98,2022,2,February,Q1-2022,Thursday
ORD00122,2023-05-18,CUST0712,Customer_122,Phone Case,Electronics,West,19.99,12.593699999999998,5,20,Pickup,0,Wallet,79.96,62.97,16.99,21.25,2023,5,May,Q2-2023,Thursday
ORD00123,2023-02-11,CUST0247,Customer_123,Smartphone X,Electronics,East,39.99,27.193200000000004,8,20,Standard,10,Credit Card,255.94,227.55,28.39,11.09,2023,2,February,Q1-2023,Saturday
ORD00124,2023-07-28,CUST0072,Customer_124,Monitor 27inch,Electronics,West,999.0,709.29,9,15,Standard,10,Wallet,7642.35,6393.61,1248.74,16.34,2023,7,July,Q3-2023,Friday
ORD00125,2023-12-29,CUST0830,Customer_125,Bluetooth Speaker,Accessories,Central,2499.0,1999.2,9,5,Express,25,Wallet,21366.45,18017.8,3348.65,15.67,2023,12,December,Q5-2023,Friday
ORD00126,2022-04-09,CUST0185,Customer_126,Wireless Headphones,Electronics,North,499.0,314.37,6,15,Express,25,Credit Card,2544.9,1911.22,633.68,24.9,2022,4,April,Q2-2022,Saturday
ORD00127,2023-11-15,CUST0006,Customer_127,External SSD 1TB,Electronics,West,99.0,75.24,4,15,Pickup,0,Credit Card,336.6,300.96,35.64,10.59,2023,11,November,Q4-2023,Wednesday
ORD00128,2023-12-27,CUST0206,Customer_128,Bluetooth Speaker,Accessories,North,799.0,639.2,4,20,Overnight,50,Debit Card,2556.8,2606.8,-50.0,-1.96,2023,12,December,Q5-2023,Wednesday
ORD00129,2023-07-01,CUST0544,Customer_129,HDMI Cable,Electronics,West,39.99,30.392400000000002,9,5,Overnight,50,Credit Card,341.91,323.53,18.38,5.38,2023,7,July,Q3-2023,Saturday
ORD00130,2023-09-05,CUST0611,Customer_130,Webcam HD,Gadgets,South,99.0,74.25,4,10,Standard,10,Credit Card,356.4,307.0,49.4,13.86,2023,9,September,Q4-2023,Tuesday
ORD00131,2023-04-07,CUST0906,Customer_131,HDMI Cable,Electronics,Central,99.0,64.35000000000001,8,5,Overnight,50,Credit Card,752.4,564.8,187.6,24.93,2023,4,April,Q2-2023,Friday
ORD00132,2023-10-05,CUST0387,Customer_132,Screen Protector,Electronics,Central,19.99,11.993999999999998,9,15,Standard,10,PayPal,152.92,117.95,34.97,22.87,2023,10,October,Q4-2023,Thursday
ORD00133,2022-01-05,CUST0768,Customer_133,Bluetooth Speaker,Electronics,North,799.0,519.35,5,0,Standard,10,PayPal,3995.0,2606.75,1388.25,34.75,2022,1,January,Q1-2022,Wednesday
